text,Marks,topic,Year,Question_ID,section,marks,subject,
What do you understand by thermal runaway in transistors?,20,,2024,6262,A,2,Analog Devices and Circuits,
How are LCD displays advantageous over LED displays?,20,,2024,6263,A,2,Analog Devices and Circuits,
Briefly compare BJT and JFET.,20,,2024,6264,A,2,Analog Devices and Circuits,
What is meant by the term load line?,20,,2024,6265,A,2,Analog Devices and Circuits,
Why do we need three RC networks for a phase-shift oscillator?,20,,2024,6266,A,2,Analog Devices and Circuits,
Draw the output characteristics of CE configuration and derive the relation I_C = β_DC I_B + (β_DC + 1) I_CEO.,5,,2024,6267,B,5,Analog Devices and Circuits,
Differentiate between LED and photodiode in detail.,5,,2024,6268,B,5,Analog Devices and Circuits,
Explain transformer coupled audio power amplifier and show that its maximum efficiency is 50%.,5,,2024,6269,B,5,Analog Devices and Circuits,
"Draw the hybrid equivalent circuit for common base configuration and find the expressions for current gain, voltage gain, and input impedance.",5,,2024,6270,B,5,Analog Devices and Circuits,
Prove mathematically that the operating point in a potential divider biasing circuit is independent of β. Make relevant assumptions.,5,,2024,6271,B,5,Analog Devices and Circuits,
What is feedback? What is the need for feedback? What are the advantages of negative feedback? Explain.,5,,2024,6272,C,10,Analog Devices and Circuits,
A JFET has I_DSS = 10mA and V_P = -2V. Determine the drain-source resistance r_DS for (i) V_GS = 0V (ii) V_GS = -0.5V.,5,,2024,6273,C,5,Analog Devices and Circuits,
Write short notes on (i) Hartley oscillator (ii) Push-pull amplifier.,5,,2024,6274,C,10,Analog Devices and Circuits,
What are the limitations of probability-based source coding?,20,,2024,6275,A,2,Digital Communication System,
Define Shannon’s capacity theorem.,20,,2024,6276,A,2,Digital Communication System,
Determine the bandwidth of 8-ary FSK system when the bit rate is f₀.,20,,2024,6277,A,2,Digital Communication System,
Calculate the bit rate of a PCM signal.,20,,2024,6278,A,2,Digital Communication System,
Differentiate between QPSK and OQPSK.,20,,2024,6279,A,2,Digital Communication System,
What is the difference between Manchester and differential Manchester formats?,20,,2024,6280,A,2,Digital Communication System,
Differentiate between static and dynamic TDM.,20,,2024,6281,A,2,Digital Communication System,
What is the limitation of coherent detection of PSK systems?,20,,2024,6282,A,2,Digital Communication System,
What is the relation between bit rate and baud rate in QPSK?,20,,2024,6283,A,2,Digital Communication System,
Why is GMSK better than MSK?,20,,2024,6284,A,2,Digital Communication System,
"Find the maximum amplitude of a 1 kHz sinusoidal signal input to a delta modulator that will prevent slope overload, given a sampling rate of 10,000 samples/sec and step size Δ.",5,,2024,6285,B,5,Digital Communication System,
What are the desired features of line codes? Explain Manchester coding.,5,,2024,6286,B,5,Digital Communication System,
Explain A-law companding.,5,,2024,6287,B,5,Digital Communication System,
Discuss the early-late gate scheme for retrieval of synchronization.,5,,2024,6288,B,5,Digital Communication System,
Derive the expression for maximum channel capacity and discuss E_b/N₀ vs. R/B trade-off.,5,,2024,6289,B,5,Digital Communication System,
Discuss the working of Delta Modulation.,5,,2024,6290,C,10,Digital Communication System,
"Use Shannon-Fano coding for a source generating six messages with probabilities 1/2, 3/10, 2/25, 1/25, 1/50, and 1/50, and find the code efficiency.",5,,2024,6291,C,10,Digital Communication System,
Explain the generation and detection of MSK.,5,,2024,6292,C,10,Digital Communication System,
Describe the generation and detection of M-ary PSK.,5,,2024,6293,C,10,Digital Communication System,
Discuss TDM multiplexing hierarchy.,5,,2024,6294,C,10,Digital Communication System,
Define the term physical adsorption and chemisorption.,20,,2024,6295,A,2,Chemical Reaction Engineering-II,
Explain the concept of Hatta number.,20,,2024,6296,A,2,Chemical Reaction Engineering-II,
Write the limitations of the shrinking core model.,20,,2024,6297,A,2,Chemical Reaction Engineering-II,
Discuss the role of promoters in catalysts.,20,,2024,6298,A,2,Chemical Reaction Engineering-II,
Discuss the dispersion model.,20,,2024,6299,A,2,Chemical Reaction Engineering-II,
Write the significance of Thiele modulus.,20,,2024,6300,A,2,Chemical Reaction Engineering-II,
Define enhancement factor in relation to non-catalytic fluid-fluid reactions.,20,,2024,6301,A,2,Chemical Reaction Engineering-II,
Discuss industrial reactors best suited for fluidized bed operation.,20,,2024,6302,A,2,Chemical Reaction Engineering-II,
What is the significance of surface area and pore size of a catalyst pellet?,20,,2024,6303,A,2,Chemical Reaction Engineering-II,
What do you mean by poisoning of a catalyst?,20,,2024,6304,A,2,Chemical Reaction Engineering-II,
Write down the steps involved in a catalytic reaction.,5,,2024,6305,B,5,Chemical Reaction Engineering-II,
Derive an expression for mean conversion of material in a mixed flow reactor with particles of a single unchanging size.,5,,2024,6306,B,5,Chemical Reaction Engineering-II,
Write a brief note on 'Heat transfer and mixing in fluidized bed reactor'.,5,,2024,6307,B,5,Chemical Reaction Engineering-II,
What are the various factors responsible for catalyst deactivation?,5,,2024,6308,B,5,Chemical Reaction Engineering-II,
Discuss kinetic regimes for mass transfer and reaction in fluid-fluid reactions.,5,,2024,6309,B,5,Chemical Reaction Engineering-II,
Explain the progressive conversion model and unreacted shrinking core model with concentration profiles for spherical particles. Give some industrial examples of this nature.,5,,2024,6310,C,10,Chemical Reaction Engineering-II,
Define 'effectiveness factor' as used in solid-gas catalytic reactions.,5,,2024,6311,C,10,Chemical Reaction Engineering-II,
"Develop an expression for the effectiveness factor for a straight cylindrical pore of length 2L open to reactant gas. A first-order irreversible reaction, A → R, occurs on the pore walls.",5,,2024,6312,C,10,Chemical Reaction Engineering-II,
Draw a neat sketch and explain the working of the following reactors: (a) Fluidized bed reactor (b) Slurry reactor.,5,,2024,6313,C,10,Chemical Reaction Engineering-II,
Differentiate between signals and variables in VHDL.,20,,2024,6314,A,2,VLSI Design,
Which type of MOSFET exhibits no current at zero gate voltage?,20,,2024,6315,A,2,VLSI Design,
What parameters affect the Threshold Voltage?,20,,2024,6316,A,2,VLSI Design,
What do you mean by scaling of MOS Circuit?,20,,2024,6317,A,2,VLSI Design,
"In VHDL, which object/s is/are used to connect entities together for model formation?",20,,2024,6318,A,2,VLSI Design,
Name any two synthesis and simulation tools for digital systems.,20,,2024,6319,A,2,VLSI Design,
What is operator overloading?,20,,2024,6320,A,2,VLSI Design,
What is meant by instantiating a component?,20,,2024,6321,A,2,VLSI Design,
How can multiple signal drivers be handled in VHDL?,20,,2024,6322,A,2,VLSI Design,
What is SUBTYPING used for?,20,,2024,6323,A,2,VLSI Design,
Design a 3:8 Decoder in VHDL.,5,,2024,6324,B,5,VLSI Design,
Write a short note on power dissipation.,5,,2024,6325,B,5,VLSI Design,
Discuss types of delays and their modeling in VHDL.,5,,2024,6326,B,5,VLSI Design,
What is an NMOS Inverter? Discuss its transfer characteristics.,5,,2024,6327,B,5,VLSI Design,
What is a process statement? Discuss one example using a process statement.,5,,2024,6328,B,5,VLSI Design,
Write VHDL code for a 3-bit up counter and explain its operation.,5,,2024,6329,C,10,VLSI Design,
Draw the CMOS inverter and discuss its DC characteristics. Write the condition for different regions of operation.,5,,2024,6330,C,10,VLSI Design,
"Write notes on (a) Behavioral, dataflow, and structural models, (b) Effect of device scaling on circuit performance.",5,,2024,6331,C,10,VLSI Design,
An isolator has an insertion loss of 0.5 dB and an isolation of 30 dB. Determine the scattering matrix of the isolator if the isolated ports are perfectly matched to the junction.,20,,2024,6332,A,2,Microwave and Radar Engineering,
What are ferrites? Why are they useful in microwaves?,20,,2024,6333,A,2,Microwave and Radar Engineering,
Two identical directional couplers are used in a waveguide to sample the incident and reflected powers. The output of the two couplers is found to be 2.5 mW and 0.15 mW. Find the value of the VSWR in the guide.,20,,2024,6334,A,2,Microwave and Radar Engineering,
Why can't TEM waves be propagated in waveguides?,20,,2024,6335,A,2,Microwave and Radar Engineering,
What is a delay line canceller?,20,,2024,6336,A,2,Microwave and Radar Engineering,
What is a slow wave structure and why is it required?,20,,2024,6337,A,2,Microwave and Radar Engineering,
Explain the terms frequency pulling and frequency pushing with reference to a magnetron.,20,,2024,6338,A,2,Microwave and Radar Engineering,
What is low-angle tracking?,20,,2024,6339,A,2,Microwave and Radar Engineering,
Define the unambiguous range of radar.,20,,2024,6340,A,2,Microwave and Radar Engineering,
Differentiate between transferred electron devices and transistors.,20,,2024,6341,A,2,Microwave and Radar Engineering,
Explain the principle of operation of a two-cavity klystron with suitable diagrams.,5,,2024,6342,B,5,Microwave and Radar Engineering,
Draw the block diagram of a pulsed radar system and explain its working.,5,,2024,6343,B,5,Microwave and Radar Engineering,
Explain a 4-port circulator with a diagram and show its scattering matrix.,5,,2024,6344,B,5,Microwave and Radar Engineering,
Explain tunnel diode. How can it be used as an amplifier?,5,,2024,6345,B,5,Microwave and Radar Engineering,
Explain and derive the Radar range equation. What are range ambiguities?,5,,2024,6346,B,5,Microwave and Radar Engineering,
"Discuss the techniques for measuring low, medium, and high microwave power.",5,,2024,6347,C,10,Microwave and Radar Engineering,
Discuss various scanning techniques.,5,,2024,6348,C,10,Microwave and Radar Engineering,
Write short notes on: (a) Magic tee (b) PIN diode,5,,2024,6349,C,10,Microwave and Radar Engineering,
Difference between kernel and shell.,20,,2024,6350,A,2,Operating System,
What is thrashing?,20,,2024,6351,A,2,Operating System,
What is process swapping?,20,,2024,6352,A,2,Operating System,
Difference between local and global page replacement.,20,,2024,6353,A,2,Operating System,
"Define latency, transfer, and seek time with respect to disk I/O.",20,,2024,6354,A,2,Operating System,
What are the typical elements of a process image?,20,,2024,6355,A,2,Operating System,
How can buffering improve the performance of a computer system?,20,,2024,6356,A,2,Operating System,
What is highest response ratio (HRN) scheduling?,20,,2024,6357,A,2,Operating System,
What factors determine whether a detection algorithm must be utilized in a deadlock avoidance system?,5,,2024,6358,B,5,Operating System,
How does dynamic loading aid in better memory space utilization?,5,,2024,6359,B,5,Operating System,
What is the basic function of paging? What is fragmentation?,5,,2024,6360,B,5,Operating System,
Give an example of a process state.,5,,2024,6361,B,5,Operating System,
What is preemptive multitasking?,5,,2024,6362,B,5,Operating System,
Explain NOS. What is the difference between LINUX and UNIX operating system?,5,,2024,6363,C,10,Operating System,
What is virtual memory? Difference between logical and physical file system.,5,,2024,6364,C,10,Operating System,
What are time-sharing systems? What is SMP?,5,,2024,6365,C,10,Operating System,
List the various advantages of Satellite Communication.,20,,2024,6366,A,2,Satellite Communication,
What is the difference between Active and Passive Satellite?,20,,2024,6367,A,2,Satellite Communication,
Define Telemetry.,20,,2024,6368,A,2,Satellite Communication,
What is orbital spacing of satellites?,20,,2024,6369,A,2,Satellite Communication,
What is the function of reference burst in TDMA frame structure?,20,,2024,6370,A,2,Satellite Communication,
